#,Category,Link,Repository Name
628,Phishing / Initial Access,https://github.com/thewhiteh4t/seeker,seeker
629,Browser Automation / Scraping,https://github.com/thomas-park/webcrawler,webcrawler
630,Payload / Exploit Frameworks,https://github.com/threat9/routersploit,routersploit
631,Payload / Exploit Frameworks,https://github.com/tlsbollei/KittyLoader,KittyLoader
632,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/to1018rose/A-large-collection-of-Trojan,A-large-collection-of-Trojan
633,Recon / OSINT,https://github.com/tomnomnom/assetfinder,assetfinder
634,Recon / OSINT,https://github.com/tracelabs/tlosint-live,tlosint-live
635,Payload / Exploit Frameworks,https://github.com/trustedsec/ELFLoader,ELFLoader
636,Phishing / Initial Access,https://github.com/trustedsec/social-engineer-toolkit,social-engineer-toolkit
637,Network / WiFi,https://github.com/trycatchhcf/BLEAH,BLEAH
638,RAT / C2 / Botnet,https://github.com/umutcamliyurt/PingRAT,PingRAT
639,Stealer / Keylogger / Grabber,https://github.com/umutcamliyurt/Subhunter,Subhunter
640,DDoS / Bombing Tools,https://github.com/un1cum/Beast_Bomber,Beast_Bomber
641,Scanner / Vulnerability Assessment,https://github.com/urbanadventurer/WhatWeb,WhatWeb
642,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/usestrix/strix,strix
643,Android,https://github.com/utsanjan/Tsunami-Bomber-Android,Tsunami-Bomber-Android
644,Scanner / Vulnerability Assessment,https://github.com/v-byte-cpu/sx,sx
645,Email Utilities,https://github.com/v4d1/SpoofThatMail,SpoofThatMail
646,Scanner / Vulnerability Assessment,https://github.com/veo/vscan,vscan
647,Defense Evasion / AV-EDR Bypass,https://github.com/vincentcox/bypass-firewalls-by-DNS-history,bypass-firewalls-by-DNS-history
648,Network / WiFi,https://github.com/virtualabs/btlejack,btlejack
649,Data Breach / Leak Search,https://github.com/vlall/Darksearch,Darksearch
650,Scanner / Vulnerability Assessment,https://github.com/wapiti-scanner/wapiti,wapiti
651,Web Exploitation Payloads (XSS/SQLi/SSRF/etc.),https://github.com/web-harvest/webmagic,webmagic
652,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/weirdmachine64/GhidraGPT,GhidraGPT
653,Payload / Exploit Frameworks,https://github.com/wetw0rk/sickle-pdk,sickle-pdk
654,Other / Uncategorized Security Tools,https://github.com/wez/wezterm,wezterm
655,Web Exploitation Payloads (XSS/SQLi/SSRF/etc.),https://github.com/whoami-juruo/InjectTools,InjectTools
656,Network / WiFi,https://github.com/wi-fi-analyzer/eaphammer,eaphammer
657,Phishing / Initial Access,https://github.com/wifiphisher/wifiphisher,wifiphisher
658,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/wtsxDev/reverse-engineering,reverse-engineering
659,Defense Evasion / AV-EDR Bypass,https://github.com/x64dbg/ScyllaHide,ScyllaHide
660,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/x64dbg/x64dbg,x64dbg
661,Other / Uncategorized Security Tools,https://github.com/x86byte/RE-MA-Roadmap,RE-MA-Roadmap
662,Network / WiFi,https://github.com/xdavidhu/mitmAP,mitmAP
663,Stealer / Keylogger / Grabber,https://github.com/xpierroz/WhatsappStealer,WhatsappStealer
664,USB / Hardware Tools,https://github.com/xyse/AutoHackingUsb,AutoHackingUsb
665,Scanner / Vulnerability Assessment,https://github.com/yashab-cyber/nmap-ai,nmap-ai
666,Browser Automation / Scraping,https://github.com/yasserg/crawler4j,crawler4j
667,Android,https://github.com/ynsmroztas/AndroHunter,AndroHunter
668,Password / Credential Attacks,https://github.com/z0m31en7/deauthalyzer,deauthalyzer
669,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/zahidaz/jezail,jezail
670,RAT / C2 / Botnet,https://github.com/zalexdev/strykerapp,strykerapp
671,Scanner / Vulnerability Assessment,https://github.com/zan8in/afrog,afrog
672,Scanner / Vulnerability Assessment,https://github.com/zaproxy/zaproxy,zaproxy
673,CTF Tools,https://github.com/zardus/ctf-tools,ctf-tools
674,Defense Evasion / AV-EDR Bypass,https://github.com/zero2504/EDR-GhostLocker,EDR-GhostLocker
675,Payload / Exploit Frameworks,https://github.com/zerosum0x0/koadic,koadic
676,Network / WiFi,https://github.com/zflemingg1/WiFi-Jammer,WiFi-Jammer
677,Stealer / Keylogger / Grabber,https://github.com/zh54321/SharePointDumper,SharePointDumper
678,Scanner / Vulnerability Assessment,https://gobies.org/,
679,Other / Uncategorized Security Tools,https://greatscottgadgets.com/hackrf/,
680,Other / Uncategorized Security Tools,https://gtfoargs.github.io/,
681,Payload / Exploit Frameworks,https://gtfobins.github.io/,
682,Other / Uncategorized Security Tools,https://hackerone.com/hacktivity,hacktivity
683,PHP Web Tools,https://hackforums.net/showthread.php?tid=6276795,showthread.php?tid=6276795
684,PHP Web Tools,https://hackforums.net/showthread.php?tid=6286334,showthread.php?tid=6286334
685,PHP Web Tools,https://hackforums.net/showthread.php?tid=6288583,showthread.php?tid=6288583
686,PHP Web Tools,https://hackforums.net/showthread.php?tid=6298815,showthread.php?tid=6298815
687,PHP Web Tools,https://hackforums.net/showthread.php?tid=6310936,showthread.php?tid=6310936
688,Other / Uncategorized Security Tools,https://hackingthe.cloud/,
689,Other / Uncategorized Security Tools,https://holidayhackchallenge.com/,
690,Recon / OSINT,https://hunter.io/,
691,Recon / OSINT,https://intelx.io/,
692,AI-Powered Tools,https://jan.ai,jan.ai
693,AI-Powered Tools,https://lmstudio.ai/,
694,Defense Evasion / AV-EDR Bypass,https://lnkd.in/e223PbqZ,e223PbqZ
695,Password / Credential Attacks,https://lnkd.in/e3CTez5A,e3CTez5A
696,Recon / OSINT,https://lnkd.in/e7V569N5,e7V569N5
697,Defense Evasion / AV-EDR Bypass,https://lnkd.in/e8g8zYFT,e8g8zYFT
698,Password / Credential Attacks,https://lnkd.in/eA28n9FT,eA28n9FT
699,Password / Credential Attacks,https://lnkd.in/eBSAPz5z,eBSAPz5z
700,Phishing / Initial Access,https://lnkd.in/eJwCx-Ga,eJwCx-Ga
701,Password / Credential Attacks,https://lnkd.in/eJx5Ugu5,eJx5Ugu5
702,Cloud Security,https://lnkd.in/ePHDeGZv,ePHDeGZv
703,Phishing / Initial Access,https://lnkd.in/eRDPvwUg,eRDPvwUg
704,Privilege Escalation,https://lnkd.in/eWA66akh,eWA66akh
705,Privilege Escalation,https://lnkd.in/eZfYMSMX,eZfYMSMX
706,Phishing / Initial Access,https://lnkd.in/ea26dfNg,ea26dfNg
707,Recon / OSINT,https://lnkd.in/ebbcj6Rm,ebbcj6Rm
708,Recon / OSINT,https://lnkd.in/ebvRfBNy,ebvRfBNy
709,Phishing / Initial Access,https://lnkd.in/eds-dR5C,eds-dR5C
710,Recon / OSINT,https://lnkd.in/edwaXFjS,edwaXFjS
711,RAT / C2 / Botnet,https://lnkd.in/eeZGbYMs,eeZGbYMs
712,Password / Credential Attacks,https://lnkd.in/eeb5b6Tz,eeb5b6Tz
713,Defense Evasion / AV-EDR Bypass,https://lnkd.in/ef5wCD4y,ef5wCD4y
714,RAT / C2 / Botnet,https://lnkd.in/efmh2t3g,efmh2t3g
715,RAT / C2 / Botnet,https://lnkd.in/egAPa8gY,egAPa8gY
716,Privilege Escalation,https://lnkd.in/eq53PXcJ,eq53PXcJ
717,RAT / C2 / Botnet,https://lnkd.in/eqSJUDji,eqSJUDji
718,Payload Delivery,https://lnkd.in/eqecM7de,eqecM7de
719,Payload Delivery,https://lnkd.in/etCCYi8y,etCCYi8y
720,Password / Credential Attacks,https://lnkd.in/etEGfvJK,etEGfvJK
721,Privilege Escalation,https://lnkd.in/etR2Pe_n,etR2Pe_n
722,RAT / C2 / Botnet,https://lnkd.in/ewN9Nday,ewN9Nday
723,Recon / OSINT,https://lnkd.in/g3DeG6YT,g3DeG6YT
724,RAT / C2 / Botnet,https://lnkd.in/gEFp2iym,gEFp2iym
725,Password / Credential Attacks,https://lnkd.in/gHgcbjgV,gHgcbjgV
726,Password / Credential Attacks,https://lnkd.in/gZVuQYiv,gZVuQYiv
727,Phishing / Initial Access,https://lnkd.in/gcaxV6fR,gcaxV6fR
728,Privilege Escalation,https://lnkd.in/gjziyG8q,gjziyG8q
729,RAT / C2 / Botnet,https://lnkd.in/gnCGwfWk,gnCGwfWk
730,Defense Evasion / AV-EDR Bypass,https://lnkd.in/gquyGFm5,gquyGFm5
731,Password / Credential Attacks,https://lnkd.in/gtMEDVuS,gtMEDVuS
732,Scanner / Vulnerability Assessment,https://lnkd.in/gu5wxzf6,gu5wxzf6
733,Password / Credential Attacks,https://lnkd.in/guWj4TYv,guWj4TYv
734,Payload / Exploit Frameworks,https://lolbas-project.github.io/,
735,Other / Uncategorized Security Tools,https://malwarewatch.org/projects.html,projects.html
736,Other / Uncategorized Security Tools,https://nautilus.institute/,
737,Scanner / Vulnerability Assessment,https://nmap.org/,
738,Anonymity / Tor / VPN,https://onionscan.org/,
739,Radio Hacking,https://osmocom.org/projects/rtl-sdr/wiki/Rtl-sdr,Rtl-sdr
740,Other / Uncategorized Security Tools,https://overthewire.org/wargames/,
741,Payload / Exploit Frameworks,https://packetstormsecurity.com/,
742,Recon / OSINT,https://phonebook.cz/,
743,Other / Uncategorized Security Tools,https://picoctf.org/,
744,Other / Uncategorized Security Tools,https://plaidctf.com/,
745,Network / WiFi,https://play.google.com/store/apps/details?id=com.aconno.blesniffer,details?id=com.aconno.blesniffer
746,Other / Uncategorized Security Tools,https://play.google.com/store/apps/details?id=com.cafelabs.curlme,details?id=com.cafelabs.curlme
747,Network / WiFi,https://play.google.com/store/apps/details?id=com.eakteam.networkmanager.free,details?id=com.eakteam.networkmanager.free
748,Android,https://play.google.com/store/apps/details?id=com.evbadroid.wicapdemo,details?id=com.evbadroid.wicapdemo
749,Recon / OSINT,https://play.google.com/store/apps/details?id=com.iam.googledork,details?id=com.iam.googledork
750,Scanner / Vulnerability Assessment,https://play.google.com/store/apps/details?id=com.knabl.iotsecurityscanner,details?id=com.knabl.iotsecurityscanner
751,Android,https://play.google.com/store/apps/details?id=com.overlook.android.fing,details?id=com.overlook.android.fing
752,Other / Uncategorized Security Tools,https://play.google.com/store/apps/details?id=com.pentestkit,details?id=com.pentestkit
753,Network / WiFi,https://play.google.com/store/apps/details?id=com.tester.wpswpatester,details?id=com.tester.wpswpatester
754,Other / Uncategorized Security Tools,https://play.google.com/store/apps/details?id=com.themausoft.wpsapp,details?id=com.themausoft.wpsapp
755,Scanner / Vulnerability Assessment,https://play.google.com/store/apps/details?id=com.vulners,details?id=com.vulners
756,Recon / OSINT,https://play.google.com/store/apps/details?id=io.shodan.app,details?id=io.shodan.app
757,Android,https://play.google.com/store/apps/details?id=net.wigle.wigleandroid,details?id=net.wigle.wigleandroid
758,Android,https://play.google.com/store/apps/details?id=no.nordicsemi.android.mcp,details?id=no.nordicsemi.android.mcp
759,Scanner / Vulnerability Assessment,https://portswigger.net/burp,burp
760,Recon / OSINT,https://reacher.email/,
761,Recon / OSINT,https://rocketreach.co/,
762,Other / Uncategorized Security Tools,https://ructf.org/,
763,Recon / OSINT,https://search.censys.io,search.censys.io
764,Payload / Exploit Frameworks,https://shell-storm.org/shellcode/index.html,index.html
765,Payload / Exploit Frameworks,https://sploitus.com/,
766,Other / Uncategorized Security Tools,https://store.nethunter.com/en/packages/whid.usb.injector/,
767,Other / Uncategorized Security Tools,https://store.nethunter.com/packages/com.mayank.rucky/,
768,Other / Uncategorized Security Tools,https://strykerdefence.com/,
769,Payload / Exploit Frameworks,https://swisskyrepo.github.io/PayloadsAllTheThingsWeb/,
770,Recon / OSINT,https://synapsint.com/,
771,Web Exploitation Payloads (XSS/SQLi/SSRF/etc.),https://t.co/9PVwrFlILp,9PVwrFlILp
772,Other / Uncategorized Security Tools,https://t.co/9pBW07i6Ha,9pBW07i6Ha
773,Web Exploitation Payloads (XSS/SQLi/SSRF/etc.),https://t.co/SNuJiSXXSt,SNuJiSXXSt
774,Other / Uncategorized Security Tools,https://t.co/TdCJlvQTnO,TdCJlvQTnO
775,Anonymity / Tor / VPN,https://tails.boum.org/,
776,Recon / OSINT,https://thatsthem.com/reverse-email-lookup,reverse-email-lookup
777,Other / Uncategorized Security Tools,https://tomba.io/,
778,Recon / OSINT,https://tools.emailhippo.com/,
779,CTF Tools,https://trailofbits.github.io/ctf/,
780,Recon / OSINT,https://verify-email.org/,
781,Payload / Exploit Frameworks,https://vulmon.com/,
782,CMS / Framework Identification,https://whatcms.org/,
783,Recon / OSINT,https://www.email-format.com/,
784,Recon / OSINT,https://www.emailsherlock.com/,
785,Email Utilities,https://www.experte.com/email-finder,email-finder
786,Payload / Exploit Frameworks,https://www.exploit-db.com/,
787,Payload / Exploit Frameworks,https://www.exploit-db.com/google-hacking-database/,
788,Payload / Exploit Frameworks,https://www.exploitalert.com/search-results.html,search-results.html
789,Other / Uncategorized Security Tools,https://www.findemails.com/,
790,Other / Uncategorized Security Tools,https://www.gnuradio.org/,
791,Other / Uncategorized Security Tools,https://www.hackthissite.org/,
792,Scanner / Vulnerability Assessment,https://www.kitploit.com/2017/05/whitewidow-sql-vulnerability-scanner.html,whitewidow-sql-vulnerability-scanner.html
793,Other / Uncategorized Security Tools,https://www.loldrivers.io/,
794,Recon / OSINT,https://www.melissa.com/v2/lookups/emailcheck/email/,
795,AI-Powered Tools,https://www.nomic.ai/gpt4all,gpt4all
796,Other / Uncategorized Security Tools,https://www.nuand.com/,
797,Other / Uncategorized Security Tools,https://www.proxmox.com/,
798,Payload / Exploit Frameworks,https://www.rapid7.com/db/,
799,Web Shell / Reverse Shell,https://www.revshells.com/,
800,Other / Uncategorized Security Tools,https://www.root-me.org/,
801,Recon / OSINT,https://www.shodan.io,www.shodan.io
802,Anonymity / Tor / VPN,https://www.torproject.org/,
803,Recon / OSINT,https://www.voilanorbert.com/,
804,CMS / Framework Identification,https://www.whatruns.com/,
805,Other / Uncategorized Security Tools,https://www.youtube.com/@LiveOverflow,@LiveOverflow
806,Other / Uncategorized Security Tools,https://www.youtube.com/@ippsec,@ippsec
807,Other / Uncategorized Security Tools,https://www.zimperium.com/zanti-mobile-penetration-testing/,
808,Data Breach / Leak Search,intelx.io,intelx.io
809,Malware Analysis / Sandbox / Forensics / Reverse Engineering,ipvoid.com,ipvoid.com
810,Data Breach / Leak Search,leakcheck.io,leakcheck.io
811,Data Breach / Leak Search,leakpeek.com,leakpeek.com
812,Other / Uncategorized Security Tools,lnkd.in/dDa8XgiM,dDa8XgiM
813,Other / Uncategorized Security Tools,lnkd.in/dRVzVz87,dRVzVz87
814,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/e4bkm5Eq,e4bkm5Eq
815,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/e6r4mGv5,e6r4mGv5
816,Other / Uncategorized Security Tools,lnkd.in/eMjdTB2t,eMjdTB2t
817,Other / Uncategorized Security Tools,lnkd.in/eSNMn7au,eSNMn7au
818,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/eWA9MnMY,eWA9MnMY
819,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/ejBt5R7C,ejBt5R7C
820,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/eweERpju,eweERpju
821,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/g4qQGsHG,g4qQGsHG
822,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/g7uWdC5q,g7uWdC5q
823,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gB2gDZUd,gB2gDZUd
824,Other / Uncategorized Security Tools,lnkd.in/gNqxtn4d,gNqxtn4d
825,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gPqzyB7K,gPqzyB7K
826,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gQZM_SJz,gQZM_SJz
827,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gTJJ9GiC,gTJJ9GiC
828,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gTjru2RQ,gTjru2RQ
829,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gV4k5Gsw,gV4k5Gsw
830,Other / Uncategorized Security Tools,lnkd.in/gZc8FYpU,gZc8FYpU
831,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gaRGY8kB,gaRGY8kB
832,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gdb3MQn2,gdb3MQn2
833,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/ggTCTeAi,ggTCTeAi
834,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gjA-QqdX,gjA-QqdX
835,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gjYKbyge,gjYKbyge
836,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gkZqkZrd,gkZqkZrd
837,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gnJ9BvFN,gnJ9BvFN
838,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gt8iyHE5,gt8iyHE5
839,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gxV3PAnG,gxV3PAnG
840,Malware Analysis / Sandbox / Forensics / Reverse Engineering,lnkd.in/gyN_diCQ,gyN_diCQ
841,Malware Analysis / Sandbox / Forensics / Reverse Engineering,malwares.com,malwares.com
842,Data Breach / Leak Search,monitor.firefox.com,monitor.firefox.com
843,Malware Analysis / Sandbox / Forensics / Reverse Engineering,procdot.com,procdot.com
844,Data Breach / Leak Search,scatteredsecrets.com,scatteredsecrets.com
845,Data Breach / Leak Search,snusbase.com,snusbase.com
846,Malware Analysis / Sandbox / Forensics / Reverse Engineering,sslbl.abuse.ch,sslbl.abuse.ch
847,Malware Analysis / Sandbox / Forensics / Reverse Engineering,tria.ge,tria.ge
848,Malware Analysis / Sandbox / Forensics / Reverse Engineering,urlhaus.abuse.ch,urlhaus.abuse.ch
849,Malware Analysis / Sandbox / Forensics / Reverse Engineering,urlscan.io,urlscan.io
850,Malware Analysis / Sandbox / Forensics / Reverse Engineering,urlvoid.com,urlvoid.com
851,Malware Analysis / Sandbox / Forensics / Reverse Engineering,vmray.com,vmray.com
852,Data Breach / Leak Search,weleakinfo.to,weleakinfo.to
853,Data Breach / Leak Search,wikileaks.org,wikileaks.org
854,Malware Analysis / Sandbox / Forensics / Reverse Engineering,yaraify.abuse.ch,yaraify.abuse.ch
